"filename", "language", "JSON", "HTML", "Dart", "Markdown", "YAML", "C++", "XML", "Swift", "JavaScript", "Groovy", "Properties", "comment", "blank", "total"
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\otherLinks.dart", "Dart", 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 341
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\otherPostTab.dart", "Dart", 0, 0, 444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 453
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\pauseButton.dart", "Dart", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\playButton.dart", "Dart", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\popUpMenuButton.dart", "Dart", 0, 0, 661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 681
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\postBaseline.dart", "Dart", 0, 0, 395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 407
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\postSkeleton.dart", "Dart", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 83
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\postWidget.dart", "Dart", 0, 0, 512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 533
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\postWidgetButton.dart", "Dart", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 23, 4, 102
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\postWidgetCarouselStamp.dart", "Dart", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 86
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\postWidgetTitile.dart", "Dart", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 130
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\postsAndTopicsTabs.dart", "Dart", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 66
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\postsTab.dart", "Dart", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 72
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\preview.dart", "Dart", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 87
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\previewCarousel.dart", "Dart", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 78
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\privacyPolicy.dart", "Dart", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 117
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\profile.dart", "Dart", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 128
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\profileBox.dart", "Dart", 0, 0, 505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 514
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\profileButton.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\profileImage.dart", "Dart", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 117
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\profileTabBar.dart", "Dart", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 97
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\qrCode.dart", "Dart", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\registrationAuth.dart", "Dart", 0, 0, 755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 779
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\registrationDialog.dart", "Dart", 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 122
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\removedSnack.dart", "Dart", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\replyTile.dart", "Dart", 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 234
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\reportDialog.dart", "Dart", 0, 0, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 308
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\reportSnack.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 38
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\reverseButton.dart", "Dart", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\scrollBar.dart", "Dart", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 76
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\searchButton.dart", "Dart", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\searchTabBar.dart", "Dart", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 66
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\sendButton.dart", "Dart", 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 270
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\sensitiveBanner.dart", "Dart", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 71
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\sensitiveComment.dart", "Dart", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 68
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\settingsBar.dart", "Dart", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 71
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\shareTile.dart", "Dart", 0, 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 327
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\shareView.dart", "Dart", 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 271
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\shareWidget.dart", "Dart", 0, 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 411
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\slowerButton.dart", "Dart", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\speedFactor.dart", "Dart", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 51
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\startButton.dart", "Dart", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\stopButton.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\suggestedWidget.dart", "Dart", 0, 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 48, 8, 370
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\switchSheet.dart", "Dart", 0, 0, 974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 1000
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\terms.dart", "Dart", 0, 0, 359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 419
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\title.dart", "Dart", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 50
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\titleButton.dart", "Dart", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\topicChip.dart", "Dart", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 43
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\topicResult.dart", "Dart", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 57
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\topicsTab.dart", "Dart", 0, 0, 415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 424
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\topicsView..dart", "Dart", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 203
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\userResult.dart", "Dart", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 86
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\videoPlayer.dart", "Dart", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 121
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\visSnack.dart", "Dart", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 57
"c:\Users\User\Desktop\receive\linkspeak\pubspec.yaml", "YAML", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 3, 1, 88
"c:\Users\User\Desktop\receive\linkspeak\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\User\Desktop\receive\linkspeak\web\index.html", "HTML", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 99
"c:\Users\User\Desktop\receive\linkspeak\web\manifest.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"Total", "-", 2937, 79, 36519, 13, 88, 1, 306, 12, 65, 110, 9, 213, 1727, 42079
